#自治体コード表（2007年7月時点）＋07年04年参院選データシート＋07年都道府県議選の投票有無
#有＝有権者数、投＝投票者数、率＝投票率、差＝07年の投票率－04年の投票率、県無投＝無投票のときTRUE
コード,都道府県,自治体1,自治体2,市区町村,参有男07,参有女07,参有計07,参投男07,参投女07,参投計07,参率男07,参率女07,参率計07,参率男04,参率女04,参率計04,参差男07,参差女07,参差計07,県無投07
11228,埼玉県,,志木市,志木市,,,,,,,,,,,,,,,,
11229,埼玉県,,和光市,和光市,,,,,,,,,,,,,,,,
11230,埼玉県,,新座市,新座市,,,,,,,,,,,,,,,,
11231,埼玉県,,桶川市,桶川市,,,,,,,,,,,,,,,,
11232,埼玉県,,久喜市,久喜市,,,,,,,,,,,,,,,,
11233,埼玉県,,北本市,北本市,,,,,,,,,,,,,,,,
11234,埼玉県,,八潮市,八潮市,,,,,,,,,,,,,,,,
11235,埼玉県,,富士見市,富士見市,,,,,,,,,,,,,,,,
11237,埼玉県,,三郷市,三郷市,,,,,,,,,,,,,,,,
11238,埼玉県,,蓮田市,蓮田市,,,,,,,,,,,,,,,,
11239,埼玉県,,坂戸市,坂戸市,,,,,,,,,,,,,,,,
11240,埼玉県,,幸手市,幸手市,,,,,,,,,,,,,,,,
11241,埼玉県,,鶴ヶ島市,鶴ヶ島市,,,,,,,,,,,,,,,,
11242,埼玉県,,日高市,日高市,,,,,,,,,,,,,,,,
11243,埼玉県,,吉川市,吉川市,,,,,,,,,,,,,,,,
11245,埼玉県,,ふじみ野市,ふじみ野市,,,,,,,,,,,,,,,,
11300,埼玉県,北足立郡,,北足立郡,,,,,,,,,,,,,,,,
11301,埼玉県,北足立郡,伊奈町,北足立郡伊奈町,,,,,,,,,,,,,,,,
11320,埼玉県,入間郡,,入間郡,,,,,,,,,,,,,,,,
11324,埼玉県,入間郡,三芳町,入間郡三芳町,,,,,,,,,,,,,,,,
11326,埼玉県,入間郡,毛呂山町,入間郡毛呂山町,,,,,,,,,,,,,,,,
11327,埼玉県,入間郡,越生町,入間郡越生町,,,,,,,,,,,,,,,,
11340,埼玉県,比企郡,,比企郡,,,,,,,,,,,,,,,,
11341,埼玉県,比企郡,滑川町,比企郡滑川町,,,,,,,,,,,,,,,,
11342,埼玉県,比企郡,嵐山町,比企郡嵐山町,,,,,,,,,,,,,,,,
11343,埼玉県,比企郡,小川町,比企郡小川町,,,,,,,,,,,,,,,,
11346,埼玉県,比企郡,川島町,比企郡川島町,,,,,,,,,,,,,,,,
11347,埼玉県,比企郡,吉見町,比企郡吉見町,,,,,,,,,,,,,,,,
11348,埼玉県,比企郡,鳩山町,比企郡鳩山町,,,,,,,,,,,,,,,,
11349,埼玉県,比企郡,ときがわ町,比企郡ときがわ町,,,,,,,,,,,,,,,,
11360,埼玉県,秩父郡,,秩父郡,,,,,,,,,,,,,,,,
11361,埼玉県,秩父郡,横瀬町,秩父郡横瀬町,,,,,,,,,,,,,,,,
11362,埼玉県,秩父郡,皆野町,秩父郡皆野町,,,,,,,,,,,,,,,,
11363,埼玉県,秩父郡,長瀞町,秩父郡長瀞町,,,,,,,,,,,,,,,,
11365,埼玉県,秩父郡,小鹿野町,秩父郡小鹿野町,,,,,,,,,,,,,,,,
11369,埼玉県,秩父郡,東秩父村,秩父郡東秩父村,,,,,,,,,,,,,,,,
11380,埼玉県,児玉郡,,児玉郡,,,,,,,,,,,,,,,,
11381,埼玉県,児玉郡,美里町,児玉郡美里町,,,,,,,,,,,,,,,,
11383,埼玉県,児玉郡,神川町,児玉郡神川町,,,,,,,,,,,,,,,,
11385,埼玉県,児玉郡,上里町,児玉郡上里町,,,,,,,,,,,,,,,,
11400,埼玉県,大里郡,,大里郡,,,,,,,,,,,,,,,,
11408,埼玉県,大里郡,寄居町,大里郡寄居町,,,,,,,,,,,,,,,,
11420,埼玉県,北埼玉郡,,北埼玉郡,,,,,,,,,,,,,,,,
11421,埼玉県,北埼玉郡,騎西町,北埼玉郡騎西町,,,,,,,,,,,,,,,,
11424,埼玉県,北埼玉郡,北川辺町,北埼玉郡北川辺町,,,,,,,,,,,,,,,,
11425,埼玉県,北埼玉郡,大利根町,北埼玉郡大利根町,,,,,,,,,,,,,,,,
11440,埼玉県,南埼玉郡,,南埼玉郡,,,,,,,,,,,,,,,,
11442,埼玉県,南埼玉郡,宮代町,南埼玉郡宮代町,,,,,,,,,,,,,,,,
11445,埼玉県,南埼玉郡,白岡町,南埼玉郡白岡町,,,,,,,,,,,,,,,,
11446,埼玉県,南埼玉郡,菖蒲町,南埼玉郡菖蒲町,,,,,,,,,,,,,,,,
11460,埼玉県,北葛飾郡,,北葛飾郡,,,,,,,,,,,,,,,,
11461,埼玉県,北葛飾郡,栗橋町,北葛飾郡栗橋町,,,,,,,,,,,,,,,,
11462,埼玉県,北葛飾郡,鷲宮町,北葛飾郡鷲宮町,,,,,,,,,,,,,,,,
11464,埼玉県,北葛飾郡,杉戸町,北葛飾郡杉戸町,,,,,,,,,,,,,,,,
11465,埼玉県,北葛飾郡,松伏町,北葛飾郡松伏町,,,,,,,,,,,,,,,,
12100,千葉県,千葉市,,千葉市,,,,,,,,,,,,,,,,
12101,千葉県,千葉市,中央区,千葉市中央区,,,,,,,,,,,,,,,,
12102,千葉県,千葉市,花見川区,千葉市花見川区,,,,,,,,,,,,,,,,
12103,千葉県,千葉市,稲毛区,千葉市稲毛区,,,,,,,,,,,,,,,,
12104,千葉県,千葉市,若葉区,千葉市若葉区,,,,,,,,,,,,,,,,
12105,千葉県,千葉市,緑区,千葉市緑区,,,,,,,,,,,,,,,,
12106,千葉県,千葉市,美浜区,千葉市美浜区,,,,,,,,,,,,,,,,
12202,千葉県,,銚子市,銚子市,,,,,,,,,,,,,,,,
12203,千葉県,,市川市,市川市,,,,,,,,,,,,,,,,
12204,千葉県,,船橋市,船橋市,,,,,,,,,,,,,,,,
12205,千葉県,,館山市,館山市,,,,,,,,,,,,,,,,
12206,千葉県,,木更津市,木更津市,,,,,,,,,,,,,,,,
12207,千葉県,,松戸市,松戸市,,,,,,,,,,,,,,,,
12208,千葉県,,野田市,野田市,,,,,,,,,,,,,,,,
12210,千葉県,,茂原市,茂原市,,,,,,,,,,,,,,,,
12211,千葉県,,成田市,成田市,,,,,,,,,,,,,,,,
12212,千葉県,,佐倉市,佐倉市,,,,,,,,,,,,,,,,
12213,千葉県,,東金市,東金市,,,,,,,,,,,,,,,,
12215,千葉県,,旭市,旭市,,,,,,,,,,,,,,,,
12216,千葉県,,習志野市,習志野市,,,,,,,,,,,,,,,,
12217,千葉県,,柏市,柏市,,,,,,,,,,,,,,,,
12218,千葉県,,勝浦市,勝浦市,,,,,,,,,,,,,,,,
12219,千葉県,,市原市,市原市,,,,,,,,,,,,,,,,
12220,千葉県,,流山市,流山市,,,,,,,,,,,,,,,,
12221,千葉県,,八千代市,八千代市,,,,,,,,,,,,,,,,
12222,千葉県,,我孫子市,我孫子市,,,,,,,,,,,,,,,,
12223,千葉県,,鴨川市,鴨川市,,,,,,,,,,,,,,,,
12224,千葉県,,鎌ケ谷市,鎌ケ谷市,,,,,,,,,,,,,,,,
12225,千葉県,,君津市,君津市,,,,,,,,,,,,,,,,
12226,千葉県,,富津市,富津市,,,,,,,,,,,,,,,,
12227,千葉県,,浦安市,浦安市,,,,,,,,,,,,,,,,
12228,千葉県,,四街道市,四街道市,,,,,,,,,,,,,,,,
12229,千葉県,,袖ケ浦市,袖ケ浦市,,,,,,,,,,,,,,,,
12230,千葉県,,八街市,八街市,,,,,,,,,,,,,,,,
12231,千葉県,,印西市,印西市,,,,,,,,,,,,,,,,
12232,千葉県,,白井市,白井市,,,,,,,,,,,,,,,,
12233,千葉県,,富里市,富里市,,,,,,,,,,,,,,,,
12234,千葉県,,南房総市,南房総市,,,,,,,,,,,,,,,,
12235,千葉県,,匝瑳市,匝瑳市,,,,,,,,,,,,,,,,
12236,千葉県,,香取市,香取市,,,,,,,,,,,,,,,,
12237,千葉県,,山武市,山武市,,,,,,,,,,,,,,,,
12238,千葉県,,いすみ市,いすみ市,,,,,,,,,,,,,,,,
12320,千葉県,印旛郡,,印旛郡,,,,,,,,,,,,,,,,
12322,千葉県,印旛郡,酒々井町,印旛郡酒々井町,,,,,,,,,,,,,,,,
12325,千葉県,印旛郡,印旛村,印旛郡印旛村,,,,,,,,,,,,,,,,
12328,千葉県,印旛郡,本埜村,印旛郡本埜村,,,,,,,,,,,,,,,,
12329,千葉県,印旛郡,栄町,印旛郡栄町,,,,,,,,,,,,,,,,
12340,千葉県,香取郡,,香取郡,,,,,,,,,,,,,,,,
12342,千葉県,香取郡,神崎町,香取郡神崎町,,,,,,,,,,,,,,,,
12347,千葉県,香取郡,多古町,香取郡多古町,,,,,,,,,,,,,,,,
12349,千葉県,香取郡,東庄町,香取郡東庄町,,,,,,,,,,,,,,,,
12400,千葉県,山武郡,,山武郡,,,,,,,,,,,,,,,,
12402,千葉県,山武郡,大網白里町,山武郡大網白里町,,,,,,,,,,,,,,,,
12403,千葉県,山武郡,九十九里町,山武郡九十九里町,,,,,,,,,,,,,,,,
12409,千葉県,山武郡,芝山町,山武郡芝山町,,,,,,,,,,,,,,,,
12410,千葉県,山武郡,横芝光町,山武郡横芝光町,,,,,,,,,,,,,,,,
12420,千葉県,長生郡,,長生郡,,,,,,,,,,,,,,,,
12421,千葉県,長生郡,一宮町,長生郡一宮町,,,,,,,,,,,,,,,,
12422,千葉県,長生郡,睦沢町,長生郡睦沢町,,,,,,,,,,,,,,,,
12423,千葉県,長生郡,長生村,長生郡長生村,,,,,,,,,,,,,,,,
12424,千葉県,長生郡,白子町,長生郡白子町,,,,,,,,,,,,,,,,
12426,千葉県,長生郡,長柄町,長生郡長柄町,,,,,,,,,,,,,,,,
12427,千葉県,長生郡,長南町,長生郡長南町,,,,,,,,,,,,,,,,
12440,千葉県,夷隅郡,,夷隅郡,,,,,,,,,,,,,,,,
12441,千葉県,夷隅郡,大多喜町,夷隅郡大多喜町,,,,,,,,,,,,,,,,
12443,千葉県,夷隅郡,御宿町,夷隅郡御宿町,,,,,,,,,,,,,,,,
12460,千葉県,安房郡,,安房郡,,,,,,,,,,,,,,,,
12463,千葉県,安房郡,鋸南町,安房郡鋸南町,,,,,,,,,,,,,,,,
13100,東京都,,特別区部,特別区部,,,,,,,,,,,,,,,,
13101,東京都,,千代田区,千代田区,,,,,,,,,,,,,,,,
13102,東京都,,中央区,中央区,,,,,,,,,,,,,,,,
13103,東京都,,港区,港区,,,,,,,,,,,,,,,,
13104,東京都,,新宿区,新宿区,,,,,,,,,,,,,,,,
13105,東京都,,文京区,文京区,,,,,,,,,,,,,,,,
13106,東京都,,台東区,台東区,,,,,,,,,,,,,,,,
13107,東京都,,墨田区,墨田区,,,,,,,,,,,,,,,,
13108,東京都,,江東区,江東区,,,,,,,,,,,,,,,,
13109,東京都,,品川区,品川区,,,,,,,,,,,,,,,,
13110,東京都,,目黒区,目黒区,,,,,,,,,,,,,,,,
13111,東京都,,大田区,大田区,,,,,,,,,,,,,,,,
13112,東京都,,世田谷区,世田谷区,,,,,,,,,,,,,,,,
13113,東京都,,渋谷区,渋谷区,,,,,,,,,,,,,,,,
13114,東京都,,中野区,中野区,,,,,,,,,,,,,,,,
13115,東京都,,杉並区,杉並区,,,,,,,,,,,,,,,,
13116,東京都,,豊島区,豊島区,,,,,,,,,,,,,,,,
13117,東京都,,北区,北区,,,,,,,,,,,,,,,,
13118,東京都,,荒川区,荒川区,,,,,,,,,,,,,,,,
13119,東京都,,板橋区,板橋区,,,,,,,,,,,,,,,,
13120,東京都,,練馬区,練馬区,,,,,,,,,,,,,,,,
13121,東京都,,足立区,足立区,,,,,,,,,,,,,,,,
13122,東京都,,葛飾区,葛飾区,,,,,,,,,,,,,,,,
13123,東京都,,江戸川区,江戸川区,,,,,,,,,,,,,,,,
13201,東京都,,八王子市,八王子市,,,,,,,,,,,,,,,,
13202,東京都,,立川市,立川市,,,,,,,,,,,,,,,,
13203,東京都,,武蔵野市,武蔵野市,,,,,,,,,,,,,,,,
13204,東京都,,三鷹市,三鷹市,,,,,,,,,,,,,,,,
13205,東京都,,青梅市,青梅市,,,,,,,,,,,,,,,,
13206,東京都,,府中市,府中市,,,,,,,,,,,,,,,,
13207,東京都,,昭島市,昭島市,,,,,,,,,,,,,,,,
13208,東京都,,調布市,調布市,,,,,,,,,,,,,,,,
13209,東京都,,町田市,町田市,,,,,,,,,,,,,,,,
13210,東京都,,小金井市,小金井市,,,,,,,,,,,,,,,,
13211,東京都,,小平市,小平市,,,,,,,,,,,,,,,,
13212,東京都,,日野市,日野市,,,,,,,,,,,,,,,,
13213,東京都,,東村山市,東村山市,,,,,,,,,,,,,,,,
13214,東京都,,国分寺市,国分寺市,,,,,,,,,,,,,,,,
13215,東京都,,国立市,国立市,,,,,,,,,,,,,,,,
13218,東京都,,福生市,福生市,,,,,,,,,,,,,,,,
13219,東京都,,狛江市,狛江市,,,,,,,,,,,,,,,,
13220,東京都,,東大和市,東大和市,,,,,,,,,,,,,,,,
13221,東京都,,清瀬市,清瀬市,,,,,,,,,,,,,,,,
13222,東京都,,東久留米市,東久留米市,,,,,,,,,,,,,,,,
13223,東京都,,武蔵村山市,武蔵村山市,,,,,,,,,,,,,,,,
13224,東京都,,多摩市,多摩市,,,,,,,,,,,,,,,,
13225,東京都,,稲城市,稲城市,,,,,,,,,,,,,,,,
13227,東京都,,羽村市,羽村市,,,,,,,,,,,,,,,,
13228,東京都,,あきる野市,あきる野市,,,,,,,,,,,,,,,,
13229,東京都,,西東京市,西東京市,,,,,,,,,,,,,,,,
13300,東京都,西多摩郡,,西多摩郡,,,,,,,,,,,,,,,,
13303,東京都,西多摩郡,瑞穂町,西多摩郡瑞穂町,,,,,,,,,,,,,,,,
13305,東京都,西多摩郡,日の出町,西多摩郡日の出町,,,,,,,,,,,,,,,,
13307,東京都,西多摩郡,檜原村,西多摩郡檜原村,,,,,,,,,,,,,,,,
13308,東京都,西多摩郡,奥多摩町,西多摩郡奥多摩町,,,,,,,,,,,,,,,,
13360,東京都,大島支庁,,大島支庁,,,,,,,,,,,,,,,,
13361,東京都,大島支庁,大島町,大島支庁大島町,,,,,,,,,,,,,,,,
13362,東京都,大島支庁,利島村,大島支庁利島村,,,,,,,,,,,,,,,,
13363,東京都,大島支庁,新島村,大島支庁新島村,,,,,,,,,,,,,,,,
13364,東京都,大島支庁,神津島村,大島支庁神津島村,,,,,,,,,,,,,,,,
13380,東京都,三宅支庁,,三宅支庁,,,,,,,,,,,,,,,,
13381,東京都,三宅支庁,三宅村,三宅支庁三宅村,,,,,,,,,,,,,,,,
13382,東京都,三宅支庁,御蔵島村,三宅支庁御蔵島村,,,,,,,,,,,,,,,,
13400,東京都,八丈支庁,,八丈支庁,,,,,,,,,,,,,,,,
13401,東京都,八丈支庁,八丈町,八丈支庁八丈町,,,,,,,,,,,,,,,,
13402,東京都,八丈支庁,青ヶ島村,八丈支庁青ヶ島村,,,,,,,,,,,,,,,,
13420,東京都,小笠原支庁,,小笠原支庁,,,,,,,,,,,,,,,,
13421,東京都,小笠原支庁,小笠原村,小笠原支庁小笠原村,,,,,,,,,,,,,,,,
14100,神奈川県,横浜市,,横浜市,,,,,,,,,,,,,,,,
14101,神奈川県,横浜市,鶴見区,横浜市鶴見区,,,,,,,,,,,,,,,,
14102,神奈川県,横浜市,神奈川区,横浜市神奈川区,,,,,,,,,,,,,,,,
14103,神奈川県,横浜市,西区,横浜市西区,,,,,,,,,,,,,,,,
14104,神奈川県,横浜市,中区,横浜市中区,,,,,,,,,,,,,,,,
14105,神奈川県,横浜市,南区,横浜市南区,,,,,,,,,,,,,,,,
14106,神奈川県,横浜市,保土ケ谷区,横浜市保土ケ谷区,,,,,,,,,,,,,,,,
14107,神奈川県,横浜市,磯子区,横浜市磯子区,,,,,,,,,,,,,,,,
14108,神奈川県,横浜市,金沢区,横浜市金沢区,,,,,,,,,,,,,,,,
14109,神奈川県,横浜市,港北区,横浜市港北区,,,,,,,,,,,,,,,,
14110,神奈川県,横浜市,戸塚区,横浜市戸塚区,,,,,,,,,,,,,,,,
14111,神奈川県,横浜市,港南区,横浜市港南区,,,,,,,,,,,,,,,,
14112,神奈川県,横浜市,旭区,横浜市旭区,,,,,,,,,,,,,,,,
14113,神奈川県,横浜市,緑区,横浜市緑区,,,,,,,,,,,,,,,,
14114,神奈川県,横浜市,瀬谷区,横浜市瀬谷区,,,,,,,,,,,,,,,,
14115,神奈川県,横浜市,栄区,横浜市栄区,,,,,,,,,,,,,,,,
14116,神奈川県,横浜市,泉区,横浜市泉区,,,,,,,,,,,,,,,,
14117,神奈川県,横浜市,青葉区,横浜市青葉区,,,,,,,,,,,,,,,,
14118,神奈川県,横浜市,都筑区,横浜市都筑区,,,,,,,,,,,,,,,,
14130,神奈川県,川崎市,,川崎市,,,,,,,,,,,,,,,,
14131,神奈川県,川崎市,川崎区,川崎市川崎区,,,,,,,,,,,,,,,,
14132,神奈川県,川崎市,幸区,川崎市幸区,,,,,,,,,,,,,,,,
14133,神奈川県,川崎市,中原区,川崎市中原区,,,,,,,,,,,,,,,,
14134,神奈川県,川崎市,高津区,川崎市高津区,,,,,,,,,,,,,,,,
14135,神奈川県,川崎市,多摩区,川崎市多摩区,,,,,,,,,,,,,,,,
14136,神奈川県,川崎市,宮前区,川崎市宮前区,,,,,,,,,,,,,,,,
14137,神奈川県,川崎市,麻生区,川崎市麻生区,,,,,,,,,,,,,,,,
14201,神奈川県,,横須賀市,横須賀市,,,,,,,,,,,,,,,,
14203,神奈川県,,平塚市,平塚市,,,,,,,,,,,,,,,,
14204,神奈川県,,鎌倉市,鎌倉市,,,,,,,,,,,,,,,,
14205,神奈川県,,藤沢市,藤沢市,,,,,,,,,,,,,,,,
14206,神奈川県,,小田原市,小田原市,,,,,,,,,,,,,,,,
14207,神奈川県,,茅ヶ崎市,茅ヶ崎市,,,,,,,,,,,,,,,,
14208,神奈川県,,逗子市,逗子市,,,,,,,,,,,,,,,,
14209,神奈川県,,相模原市,相模原市,,,,,,,,,,,,,,,,
14210,神奈川県,,三浦市,三浦市,,,,,,,,,,,,,,,,
14211,神奈川県,,秦野市,秦野市,,,,,,,,,,,,,,,,
14212,神奈川県,,厚木市,厚木市,,,,,,,,,,,,,,,,
14213,神奈川県,,大和市,大和市,,,,,,,,,,,,,,,,
14214,神奈川県,,伊勢原市,伊勢原市,,,,,,,,,,,,,,,,
14215,神奈川県,,海老名市,海老名市,,,,,,,,,,,,,,,,
14216,神奈川県,,座間市,座間市,,,,,,,,,,,,,,,,
14217,神奈川県,,南足柄市,南足柄市,,,,,,,,,,,,,,,,
14218,神奈川県,,綾瀬市,綾瀬市,,,,,,,,,,,,,,,,
14300,神奈川県,三浦郡,,三浦郡,,,,,,,,,,,,,,,,
14301,神奈川県,三浦郡,葉山町,三浦郡葉山町,,,,,,,,,,,,,,,,
14320,神奈川県,高座郡,,高座郡,,,,,,,,,,,,,,,,
14321,神奈川県,高座郡,寒川町,高座郡寒川町,,,,,,,,,,,,,,,,
14340,神奈川県,中郡,,中郡,,,,,,,,,,,,,,,,
14341,神奈川県,中郡,大磯町,中郡大磯町,,,,,,,,,,,,,,,,
14342,神奈川県,中郡,二宮町,中郡二宮町,,,,,,,,,,,,,,,,
14360,神奈川県,足柄上郡,,足柄上郡,,,,,,,,,,,,,,,,
14361,神奈川県,足柄上郡,中井町,足柄上郡中井町,,,,,,,,,,,,,,,,
14362,神奈川県,足柄上郡,大井町,足柄上郡大井町,,,,,,,,,,,,,,,,
14363,神奈川県,足柄上郡,松田町,足柄上郡松田町,,,,,,,,,,,,,,,,
14364,神奈川県,足柄上郡,山北町,足柄上郡山北町,,,,,,,,,,,,,,,,
14366,神奈川県,足柄上郡,開成町,足柄上郡開成町,,,,,,,,,,,,,,,,
14380,神奈川県,足柄下郡,,足柄下郡,,,,,,,,,,,,,,,,
14382,神奈川県,足柄下郡,箱根町,足柄下郡箱根町,,,,,,,,,,,,,,,,
14383,神奈川県,足柄下郡,真鶴町,足柄下郡真鶴町,,,,,,,,,,,,,,,,
14384,神奈川県,足柄下郡,湯河原町,足柄下郡湯河原町,,,,,,,,,,,,,,,,
14400,神奈川県,愛甲郡,,愛甲郡,,,,,,,,,,,,,,,,
14401,神奈川県,愛甲郡,愛川町,愛甲郡愛川町,,,,,,,,,,,,,,,,
14402,神奈川県,愛甲郡,清川村,愛甲郡清川村,,,,,,,,,,,,,,,,
15100,新潟県,新潟市,,新潟市,,,,,,,,,,,,,,,,
15101,新潟県,新潟市,北区,新潟市北区,,,,,,,,,,,,,,,,
15102,新潟県,新潟市,東区,新潟市東区,,,,,,,,,,,,,,,,
15103,新潟県,新潟市,中央区,新潟市中央区,,,,,,,,,,,,,,,,
15104,新潟県,新潟市,江南区,新潟市江南区,,,,,,,,,,,,,,,,
15105,新潟県,新潟市,秋葉区,新潟市秋葉区,,,,,,,,,,,,,,,,
15106,新潟県,新潟市,南区,新潟市南区,,,,,,,,,,,,,,,,
15107,新潟県,新潟市,西区,新潟市西区,,,,,,,,,,,,,,,,
15108,新潟県,新潟市,西蒲区,新潟市西蒲区,,,,,,,,,,,,,,,,
15202,新潟県,,長岡市,長岡市,,,,,,,,,,,,,,,,
15204,新潟県,,三条市,三条市,,,,,,,,,,,,,,,,
15205,新潟県,,柏崎市,柏崎市,,,,,,,,,,,,,,,,
15206,新潟県,,新発田市,新発田市,,,,,,,,,,,,,,,,
15208,新潟県,,小千谷市,小千谷市,,,,,,,,,,,,,,,,
15209,新潟県,,加茂市,加茂市,,,,,,,,,,,,,,,,
15210,新潟県,,十日町市,十日町市,,,,,,,,,,,,,,,,
15211,新潟県,,見附市,見附市,,,,,,,,,,,,,,,,
15212,新潟県,,村上市,村上市,,,,,,,,,,,,,,,,
15213,新潟県,,燕市,燕市,,,,,,,,,,,,,,,,
15216,新潟県,,糸魚川市,糸魚川市,,,,,,,,,,,,,,,,
15217,新潟県,,妙高市,妙高市,,,,,,,,,,,,,,,,
15218,新潟県,,五泉市,五泉市,,,,,,,,,,,,,,,,
15222,新潟県,,上越市,上越市,,,,,,,,,,,,,,,,
15223,新潟県,,阿賀野市,阿賀野市,,,,,,,,,,,,,,,,
15224,新潟県,,佐渡市,佐渡市,,,,,,,,,,,,,,,,
15225,新潟県,,魚沼市,魚沼市,,,,,,,,,,,,,,,,
15226,新潟県,,南魚沼市,南魚沼市,,,,,,,,,,,,,,,,
15227,新潟県,,胎内市,胎内市,,,,,,,,,,,,,,,,
15300,新潟県,北蒲原郡,,北蒲原郡,,,,,,,,,,,,,,,,
15307,新潟県,北蒲原郡,聖籠町,北蒲原郡聖籠町,,,,,,,,,,,,,,,,
15340,新潟県,西蒲原郡,,西蒲原郡,,,,,,,,,,,,,,,,
15342,新潟県,西蒲原郡,弥彦村,西蒲原郡弥彦村,,,,,,,,,,,,,,,,
15360,新潟県,南蒲原郡,,南蒲原郡,,,,,,,,,,,,,,,,
15361,新潟県,南蒲原郡,田上町,南蒲原郡田上町,,,,,,,,,,,,,,,,
15380,新潟県,東蒲原郡,,東蒲原郡,,,,,,,,,,,,,,,,
15385,新潟県,東蒲原郡,阿賀町,東蒲原郡阿賀町,,,,,,,,,,,,,,,,
15400,新潟県,三島郡,,三島郡,,,,,,,,,,,,,,,,
15405,新潟県,三島郡,出雲崎町,三島郡出雲崎町,,,,,,,,,,,,,,,,
15440,新潟県,北魚沼郡,,北魚沼郡,,,,,,,,,,,,,,,,
15441,新潟県,北魚沼郡,川口町,北魚沼郡川口町,,,,,,,,,,,,,,,,
15460,新潟県,南魚沼郡,,南魚沼郡,,,,,,,,,,,,,,,,
15461,新潟県,南魚沼郡,湯沢町,南魚沼郡湯沢町,,,,,,,,,,,,,,,,
15480,新潟県,中魚沼郡,,中魚沼郡,,,,,,,,,,,,,,,,
15482,新潟県,中魚沼郡,津南町,中魚沼郡津南町,,,,,,,,,,,,,,,,
15500,新潟県,刈羽郡,,刈羽郡,,,,,,,,,,,,,,,,
15504,新潟県,刈羽郡,刈羽村,刈羽郡刈羽村,,,,,,,,,,,,,,,,
15580,新潟県,岩船郡,,岩船郡,,,,,,,,,,,,,,,,
15581,新潟県,岩船郡,関川村,岩船郡関川村,,,,,,,,,,,,,,,,
15582,新潟県,岩船郡,荒川町,岩船郡荒川町,,,,,,,,,,,,,,,,
15583,新潟県,岩船郡,神林村,岩船郡神林村,,,,,,,,,,,,,,,,
15584,新潟県,岩船郡,朝日村,岩船郡朝日村,,,,,,,,,,,,,,,,
15585,新潟県,岩船郡,山北町,岩船郡山北町,,,,,,,,,,,,,,,,
15586,新潟県,岩船郡,粟島浦村,岩船郡粟島浦村,,,,,,,,,,,,,,,,
16201,富山県,,富山市,富山市,,,,,,,,,,,,,,,,
16202,富山県,,高岡市,高岡市,,,,,,,,,,,,,,,,
16204,富山県,,魚津市,魚津市,,,,,,,,,,,,,,,,
16205,富山県,,氷見市,氷見市,,,,,,,,,,,,,,,,
16206,富山県,,滑川市,滑川市,,,,,,,,,,,,,,,,
16207,富山県,,黒部市,黒部市,,,,,,,,,,,,,,,,
16208,富山県,,砺波市,砺波市,,,,,,,,,,,,,,,,
16209,富山県,,小矢部市,小矢部市,,,,,,,,,,,,,,,,
16210,富山県,,南砺市,南砺市,,,,,,,,,,,,,,,,
16211,富山県,,射水市,射水市,,,,,,,,,,,,,,,,
16320,富山県,中新川郡,,中新川郡,,,,,,,,,,,,,,,,
16321,富山県,中新川郡,舟橋村,中新川郡舟橋村,,,,,,,,,,,,,,,,
16322,富山県,中新川郡,上市町,中新川郡上市町,,,,,,,,,,,,,,,,
16323,富山県,中新川郡,立山町,中新川郡立山町,,,,,,,,,,,,,,,,
16340,富山県,下新川郡,,下新川郡,,,,,,,,,,,,,,,,
16342,富山県,下新川郡,入善町,下新川郡入善町,,,,,,,,,,,,,,,,
16343,富山県,下新川郡,朝日町,下新川郡朝日町,,,,,,,,,,,,,,,,
17201,石川県,,金沢市,金沢市,,,,,,,,,,,,,,,,
17202,石川県,,七尾市,七尾市,,,,,,,,,,,,,,,,
17203,石川県,,小松市,小松市,,,,,,,,,,,,,,,,
17204,石川県,,輪島市,輪島市,,,,,,,,,,,,,,,,
17205,石川県,,珠洲市,珠洲市,,,,,,,,,,,,,,,,
17206,石川県,,加賀市,加賀市,,,,,,,,,,,,,,,,
17207,石川県,,羽咋市,羽咋市,,,,,,,,,,,,,,,,
17209,石川県,,かほく市,かほく市,,,,,,,,,,,,,,,,
17210,石川県,,白山市,白山市,,,,,,,,,,,,,,,,
17211,石川県,,能美市,能美市,,,,,,,,,,,,,,,,
17320,石川県,能美郡,,能美郡,,,,,,,,,,,,,,,,
17324,石川県,能美郡,川北町,能美郡川北町,,,,,,,,,,,,,,,,
17340,石川県,石川郡,,石川郡,,,,,,,,,,,,,,,,
17344,石川県,石川郡,野々市町,石川郡野々市町,,,,,,,,,,,,,,,,
17360,石川県,河北郡,,河北郡,,,,,,,,,,,,,,,,
17361,石川県,河北郡,津幡町,河北郡津幡町,,,,,,,,,,,,,,,,
17365,石川県,河北郡,内灘町,河北郡内灘町,,,,,,,,,,,,,,,,
17380,石川県,羽咋郡,,羽咋郡,,,,,,,,,,,,,,,,
17384,石川県,羽咋郡,志賀町,羽咋郡志賀町,,,,,,,,,,,,,,,,
17386,石川県,羽咋郡,宝達志水町,羽咋郡宝達志水町,,,,,,,,,,,,,,,,
17400,石川県,鹿島郡,,鹿島郡,,,,,,,,,,,,,,,,
17407,石川県,鹿島郡,中能登町,鹿島郡中能登町,,,,,,,,,,,,,,,,
17460,石川県,鳳珠郡,,鳳珠郡,,,,,,,,,,,,,,,,
