"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"33209","岡山県","","","高梁市","たかはしし","2004-10-01","有"
"33210","岡山県","","","新見市","にいみし","2005-03-31","有"
"33211","岡山県","","","備前市","びぜんし","2005-03-22","有"
"33212","岡山県","","","瀬戸内市","せとうちし","2004-11-01","有"
"33213","岡山県","","","赤磐市","あかいわし","2005-03-07","有"
"33214","岡山県","","","真庭市","まにわし","2005-03-31","有"
"33215","岡山県","","","美作市","みまさかし","2005-03-31","有"
"33216","岡山県","","","浅口市","あさくちし","2006-03-21","有"
"33340","岡山県","和気郡","わけぐん","","","",""
"33346","岡山県","和気郡","わけぐん","和気町","わけちょう","2006-03-01","有"
"33420","岡山県","都窪郡","つくぼぐん","","","",""
"33423","岡山県","都窪郡","つくぼぐん","早島町","はやしまちょう","1986-01-01","有"
"33440","岡山県","浅口郡","あさくちぐん","","","",""
"33445","岡山県","浅口郡","あさくちぐん","里庄町","さとしょうちょう","",""
"33460","岡山県","小田郡","おだぐん","","","",""
"33461","岡山県","小田郡","おだぐん","矢掛町","やかげちょう","",""
"33580","岡山県","真庭郡","まにわぐん","","","",""
"33586","岡山県","真庭郡","まにわぐん","新庄村","しんじょうそん","",""
"33600","岡山県","苫田郡","とまたぐん","","","",""
"33606","岡山県","苫田郡","とまたぐん","鏡野町","かがみのちょう","2005-03-01","有"
"33620","岡山県","勝田郡","かつたぐん","","","",""
"33622","岡山県","勝田郡","かつたぐん","勝央町","しょうおうちょう","1987-10-01","有"
"33623","岡山県","勝田郡","かつたぐん","奈義町","なぎちょう","1988-12-01","有"
"33640","岡山県","英田郡","あいだぐん","","","",""
"33643","岡山県","英田郡","あいだぐん","西粟倉村","にしあわくらそん","",""
"33660","岡山県","久米郡","くめぐん","","","",""
"33663","岡山県","久米郡","くめぐん","久米南町","くめなんちょう","",""
"33666","岡山県","久米郡","くめぐん","美咲町","みさきちょう","2005-03-22","有"
"33680","岡山県","加賀郡","かがぐん","","","2004-10-01","有"
"33681","岡山県","加賀郡","かがぐん","吉備中央町","きびちゅうおうちょう","2004-10-01","有"
"34100","広島県","広島市","ひろしまし","","","1994-10-24","有"
"34101","広島県","広島市","ひろしまし","中区","なかく","1980-04-01","有"
"34102","広島県","広島市","ひろしまし","東区","ひがしく","1980-04-01","有"
"34103","広島県","広島市","ひろしまし","南区","みなみく","1980-04-01","有"
"34104","広島県","広島市","ひろしまし","西区","にしく","1980-04-01","有"
"34105","広島県","広島市","ひろしまし","安佐南区","あさみなみく","1980-04-01","有"
"34106","広島県","広島市","ひろしまし","安佐北区","あさきたく","1980-04-01","有"
"34107","広島県","広島市","ひろしまし","安芸区","あきく","1980-04-01","有"
"34108","広島県","広島市","ひろしまし","佐伯区","さえきく","2005-04-25","有"
"34202","広島県","","","呉市","くれし","2005-03-20","有"
"34203","広島県","","","竹原市","たけはらし","",""
"34204","広島県","","","三原市","みはらし","2005-03-22","有"
"34205","広島県","","","尾道市","おのみちし","2006-01-10","有"
"34207","広島県","","","福山市","ふくやまし","2006-03-01","有"
"34208","広島県","","","府中市","ふちゅうし","2004-04-01","有"
"34209","広島県","","","三次市","みよしし","2004-04-01","有"
"34210","広島県","","","庄原市","しょうばらし","2005-03-31","有"
"34211","広島県","","","大竹市","おおたけし","1983-06-01","有"
"34212","広島県","","","東広島市","ひがしひろしまし","2005-02-07","有"
"34213","広島県","","","廿日市市","はつかいちし","2005-11-03","有"
"34214","広島県","","","安芸高田市","あきたかたし","2004-03-01","有"
"34215","広島県","","","江田島市","えたじまし","2004-11-01","有"
"34300","広島県","安芸郡","あきぐん","","","",""
"34302","広島県","安芸郡","あきぐん","府中町","ふちゅうちょう","",""
"34304","広島県","安芸郡","あきぐん","海田町","かいたちょう","",""
"34307","広島県","安芸郡","あきぐん","熊野町","くまのちょう","",""
"34309","広島県","安芸郡","あきぐん","坂町","さかちょう","1984-01-01","有"
"34360","広島県","山県郡","やまがたぐん","","","",""
"34368","広島県","山県郡","やまがたぐん","安芸太田町","あきおおたちょう","2004-10-01","有"
"34369","広島県","山県郡","やまがたぐん","北広島町","きたひろしまちょう","2005-02-01","有"
"34420","広島県","豊田郡","とよたぐん","","","",""
"34431","広島県","豊田郡","とよたぐん","大崎上島町","おおさきかみじまちょう","2003-04-01","有"
"34460","広島県","世羅郡","せらぐん","","","",""
"34462","広島県","世羅郡","せらぐん","世羅町","せらちょう","2004-10-01","有"
"34540","広島県","神石郡","じんせきぐん","","","",""
"34545","広島県","神石郡","じんせきぐん","神石高原町","じんせきこうげんちょう","2004-11-05","有"
"35201","山口県","","","下関市","しものせきし","2005-10-01","有"
"35202","山口県","","","宇部市","うべし","2004-11-01","有"
"35203","山口県","","","山口市","やまぐちし","2005-10-01","有"
"35204","山口県","","","萩市","はぎし","2005-03-06","有"
"35206","山口県","","","防府市","ほうふし","",""
"35207","山口県","","","下松市","くだまつし","",""
"35208","山口県","","","岩国市","いわくにし","2006-03-20","有"
"35210","山口県","","","光市","ひかりし","2004-10-04","有"
"35211","山口県","","","長門市","ながとし","2005-03-22","有"
"35212","山口県","","","柳井市","やないし","2005-02-21","有"
"35213","山口県","","","美祢市","みねし","1987-03-21","有"
"35215","山口県","","","周南市","しゅうなんし","2003-04-21","有"
"35216","山口県","","","山陽小野田市","さんようおのだし","2005-03-22","有"
"35300","山口県","大島郡","おおしまぐん","","","",""
"35305","山口県","大島郡","おおしまぐん","周防大島町","すおうおおしまちょう","2004-10-01","有"
"35320","山口県","玖珂郡","くがぐん","","","",""
"35321","山口県","玖珂郡","くがぐん","和木町","わきちょう","1973-04-01","有"
"35340","山口県","熊毛郡","くまげぐん","","","",""
"35341","山口県","熊毛郡","くまげぐん","上関町","かみのせきちょう","",""
"35343","山口県","熊毛郡","くまげぐん","田布施町","たぶせちょう","2003-09-10","有"
"35344","山口県","熊毛郡","くまげぐん","平生町","ひらおちょう","",""
"35460","山口県","美祢郡","みねぐん","","","","有"
"35461","山口県","美祢郡","みねぐん","美東町","みとうちょう","2000-03-06","有"
"35462","山口県","美祢郡","みねぐん","秋芳町","しゅうほうちょう","2000-03-06","有"
"35500","山口県","阿武郡","あぶぐん","","","",""
"35502","山口県","阿武郡","あぶぐん","阿武町","あぶちょう","",""
"35504","山口県","阿武郡","あぶぐん","阿東町","あとうちょう","","有"
"36201","徳島県","","","徳島市","とくしまし","1983-02-28","有"
"36202","徳島県","","","鳴門市","なるとし","",""
"36203","徳島県","","","小松島市","こまつしまし","1996-11-26","有"
"36204","徳島県","","","阿南市","あなんし","2006-03-20","有"
"36205","徳島県","","","吉野川市","よしのがわし","2004-10-01","有"
"36206","徳島県","","","阿波市","あわし","2005-04-01","有"
"36207","徳島県","","","美馬市","みまし","2005-03-01","有"
"36208","徳島県","","","三好市","みよしし","2006-03-01","有"
"36300","徳島県","勝浦郡","かつうらぐん","","","",""
"36301","徳島県","勝浦郡","かつうらぐん","勝浦町","かつうらちょう","",""
"36302","徳島県","勝浦郡","かつうらぐん","上勝町","かみかつちょう","",""
"36320","徳島県","名東郡","みょうどうぐん","","","",""
"36321","徳島県","名東郡","みょうどうぐん","佐那河内村","さなごうちそん","",""
"36340","徳島県","名西郡","みょうざいぐん","","","",""
"36341","徳島県","名西郡","みょうざいぐん","石井町","いしいちょう","1983-02-28","有"
"36342","徳島県","名西郡","みょうざいぐん","神山町","かみやまちょう","",""
"36360","徳島県","那賀郡","なかぐん","","","",""
"36368","徳島県","那賀郡","なかぐん","那賀町","なかちょう","2005-03-01","有"
"36380","徳島県","海部郡","かいふぐん","","","",""
"36383","徳島県","海部郡","かいふぐん","牟岐町","むぎちょう","",""
"36387","徳島県","海部郡","かいふぐん","美波町","みなみちょう","2006-03-31","有"
"36388","徳島県","海部郡","かいふぐん","海陽町","かいようちょう","2006-03-31","有"
"36400","徳島県","板野郡","いたのぐん","","","",""
"36401","徳島県","板野郡","いたのぐん","松茂町","まつしげちょう","1973-04-01","有"
"36402","徳島県","板野郡","いたのぐん","北島町","きたじまちょう","1973-04-01","有"
"36403","徳島県","板野郡","いたのぐん","藍住町","あいずみちょう","",""
"36404","徳島県","板野郡","いたのぐん","板野町","いたのちょう","",""
"36405","徳島県","板野郡","いたのぐん","上板町","かみいたちょう","1992-02-01","有"
"36460","徳島県","美馬郡","みまぐん","","","",""
"36468","徳島県","美馬郡","みまぐん","つるぎ町","つるぎちょう","2005-03-01","有"
"36480","徳島県","三好郡","みよしぐん","","","",""
"36489","徳島県","三好郡","みよしぐん","東みよし町","ひがしみよしちょう","2006-03-01","有"
"37201","香川県","","","高松市","たかまつし","2006-01-10","有"
"37202","香川県","","","丸亀市","まるがめし","2005-03-22","有"
"37203","香川県","","","坂出市","さかいでし","",""
"37204","香川県","","","善通寺市","ぜんつうじし","",""
"37205","香川県","","","観音寺市","かんおんじし","2005-10-11","有"
"37206","香川県","","","さぬき市","さぬきし","2002-04-01","有"
"37207","香川県","","","東かがわ市","ひがしかがわし","2003-04-01","有"
"37208","香川県","","","三豊市","みとよし","2006-01-01","有"
"37320","香川県","小豆郡","しょうずぐん","","","",""
"37322","香川県","小豆郡","しょうずぐん","土庄町","とのしょうちょう","",""
"37324","香川県","小豆郡","しょうずぐん","小豆島町","しょうどしまちょう","2006-03-21","有"
"37340","香川県","木田郡","きたぐん","","","",""
"37341","香川県","木田郡","きたぐん","三木町","みきちょう","2002-12-04","有"
"37360","香川県","香川郡","かがわぐん","","","",""
"37364","香川県","香川郡","かがわぐん","直島町","なおしまちょう","",""
"37380","香川県","綾歌郡","あやうたぐん","","","",""
"37386","香川県","綾歌郡","あやうたぐん","宇多津町","うたづちょう","",""
"37387","香川県","綾歌郡","あやうたぐん","綾川町","あやがわちょう","2006-03-21","有"
"37400","香川県","仲多度郡","なかたどぐん","","","",""
"37403","香川県","仲多度郡","なかたどぐん","琴平町","ことひらちょう","",""
"37404","香川県","仲多度郡","なかたどぐん","多度津町","たどつちょう","1972-04-20","有"
"37406","香川県","仲多度郡","なかたどぐん","まんのう町","まんのうちょう","2006-03-20","有"
"38201","愛媛県","","","松山市","まつやまし","2005-01-01","有"
"38202","愛媛県","","","今治市","いまばりし","2005-01-16","有"
"38203","愛媛県","","","宇和島市","うわじまし","2005-08-01","有"
"38204","愛媛県","","","八幡浜市","やわたはまし","2005-03-28","有"
"38205","愛媛県","","","新居浜市","にいはまし","2003-04-01","有"
"38206","愛媛県","","","西条市","さいじょうし","2004-11-01","有"
"38207","愛媛県","","","大洲市","おおずし","2005-01-11","有"
"38210","愛媛県","","","伊予市","いよし","2005-04-01","有"
"38213","愛媛県","","","四国中央市","しこくちゅうおうし","2004-04-01","有"
"38214","愛媛県","","","西予市","せいよし","2004-04-01","有"
"38215","愛媛県","","","東温市","とうおんし","2004-09-21","有"
"38340","愛媛県","越智郡","おちぐん","","","",""
"38356","愛媛県","越智郡","おちぐん","上島町","かみじまちょう","2004-10-01","有"
"38380","愛媛県","上浮穴郡","かみうけなぐん","","","",""
"38386","愛媛県","上浮穴郡","かみうけなぐん","久万高原町","くまこうげんちょう","2004-08-01","有"
"38400","愛媛県","伊予郡","いよぐん","","","",""
"38401","愛媛県","伊予郡","いよぐん","松前町","まさきちょう","",""
"38402","愛媛県","伊予郡","いよぐん","砥部町","とべちょう","2005-01-01","有"
"38420","愛媛県","喜多郡","きたぐん","","","",""
"38422","愛媛県","喜多郡","きたぐん","内子町","うちこちょう","2005-01-01","有"
"38440","愛媛県","西宇和郡","にしうわぐん","","","",""
"38442","愛媛県","西宇和郡","にしうわぐん","伊方町","いかたちょう","2005-04-01","有"
"38480","愛媛県","北宇和郡","きたうわぐん","","","",""
"38484","愛媛県","北宇和郡","きたうわぐん","松野町","まつのちょう","",""
"38488","愛媛県","北宇和郡","きたうわぐん","鬼北町","きほくちょう","2005-01-01","有"
"38500","愛媛県","南宇和郡","みなみうわぐん","","","",""
"38506","愛媛県","南宇和郡","みなみうわぐん","愛南町","あいなんちょう","2004-10-01","有"
"39201","高知県","","","高知市","こうちし","2005-01-01","有"
"39202","高知県","","","室戸市","むろとし","1988-09-24","有"
"39203","高知県","","","安芸市","あきし","2002-05-21","有"
"39204","高知県","","","南国市","なんこくし","2000-08-07","有"
"39205","高知県","","","土佐市","とさし","",""
"39206","高知県","","","須崎市","すさきし","",""
"39208","高知県","","","宿毛市","すくもし","1976-01-01","有"
"39209","高知県","","","土佐清水市","とさしみずし","",""
"39210","高知県","","","四万十市","しまんとし","2005-04-10","有"
"39211","高知県","","","香南市","こうなんし","2006-03-01","有"
"39212","高知県","","","香美市","かみし","2006-03-01","有"
"39300","高知県","安芸郡","あきぐん","","","",""
"39301","高知県","安芸郡","あきぐん","東洋町","とうようちょう","",""
"39302","高知県","安芸郡","あきぐん","奈半利町","なはりちょう","1988-09-24","有"
"39303","高知県","安芸郡","あきぐん","田野町","たのちょう","1973-05-01","有"
"39304","高知県","安芸郡","あきぐん","安田町","やすだちょう","1973-05-01","有"
"39305","高知県","安芸郡","あきぐん","北川村","きたがわむら","",""
"39306","高知県","安芸郡","あきぐん","馬路村","うまじむら","",""
"39307","高知県","安芸郡","あきぐん","芸西村","げいせいむら","2002-05-21","有"
"39340","高知県","長岡郡","ながおかぐん","","","",""
"39341","高知県","長岡郡","ながおかぐん","本山町","もとやまちょう","",""
"39344","高知県","長岡郡","ながおかぐん","大豊町","おおとよちょう","1972-04-01","有"
"39360","高知県","土佐郡","とさぐん","","","",""
"39363","高知県","土佐郡","とさぐん","土佐町","とさちょう","",""
"39364","高知県","土佐郡","とさぐん","大川村","おおかわむら","",""
"39380","高知県","吾川郡","あがわぐん","","","",""
"39383","高知県","吾川郡","あがわぐん","春野町","はるのちょう","","有"
"39386","高知県","吾川郡","あがわぐん","いの町","いのちょう","2004-10-01","有"
"39387","高知県","吾川郡","あがわぐん","仁淀川町","によどがわちょう","2005-08-01","有"
"39400","高知県","高岡郡","たかおかぐん","","","",""
"39401","高知県","高岡郡","たかおかぐん","中土佐町","なかとさちょう","2006-01-01","有"
"39402","高知県","高岡郡","たかおかぐん","佐川町","さかわちょう","1992-05-19","有"
"39403","高知県","高岡郡","たかおかぐん","越知町","おちちょう","",""
"39405","高知県","高岡郡","たかおかぐん","檮原町","ゆすはらちょう","",""
"39410","高知県","高岡郡","たかおかぐん","日高村","ひだかむら","1992-05-19","有"
"39411","高知県","高岡郡","たかおかぐん","津野町","つのちょう","2005-02-01","有"
"39412","高知県","高岡郡","たかおかぐん","四万十町","しまんとちょう","2006-03-20","有"
"39420","高知県","幡多郡","はたぐん","","","",""
"39424","高知県","幡多郡","はたぐん","大月町","おおつきちょう","",""
"39427","高知県","幡多郡","はたぐん","三原村","みはらむら","",""
"39428","高知県","幡多郡","はたぐん","黒潮町","くろしおちょう","2006-03-20","有"
"40100","福岡県","北九州市","きたきゅうしゅうし","","","2000-01-01","有"
"40101","福岡県","北九州市","きたきゅうしゅうし","門司区","もじく","",""
"40103","福岡県","北九州市","きたきゅうしゅうし","若松区","わかまつく","",""
"40105","福岡県","北九州市","きたきゅうしゅうし","戸畑区","とばたく","",""
"40106","福岡県","北九州市","きたきゅうしゅうし","小倉北区","こくらきたく","1974-04-01","有"
"40107","福岡県","北九州市","きたきゅうしゅうし","小倉南区","こくらみなみく","1974-04-01","有"
"40108","福岡県","北九州市","きたきゅうしゅうし","八幡東区","やはたひがしく","1974-04-01","有"
"40109","福岡県","北九州市","きたきゅうしゅうし","八幡西区","やはたにしく","1974-04-01","有"
"40130","福岡県","福岡市","ふくおかし","","","1998-01-01","有"
"40131","福岡県","福岡市","ふくおかし","東区","ひがしく","1972-04-01","有"
"40132","福岡県","福岡市","ふくおかし","博多区","はかたく","1972-04-01","有"
"40133","福岡県","福岡市","ふくおかし","中央区","ちゅうおうく","1972-04-01","有"
"40134","福岡県","福岡市","ふくおかし","南区","みなみく","1972-04-01","有"
"40135","福岡県","福岡市","ふくおかし","西区","にしく","1982-05-10","有"
"40136","福岡県","福岡市","ふくおかし","城南区","じょうなんく","1982-05-10","有"
"40137","福岡県","福岡市","ふくおかし","早良区","さわらく","1982-05-10","有"
"40202","福岡県","","","大牟田市","おおむたし","1999-07-16","有"
"40203","福岡県","","","久留米市","くるめし","2005-02-05","有"
"40204","福岡県","","","直方市","のおがたし","2002-12-03","有"
"40205","福岡県","","","飯塚市","いいづかし","2006-03-26","有"
"40206","福岡県","","","田川市","たがわし","1992-09-04","有"
"40207","福岡県","","","柳川市","やながわし","2005-03-21","有"
"40210","福岡県","","","八女市","やめし","2006-10-01","有"
"40211","福岡県","","","筑後市","ちくごし","2003-02-14","有"
"40212","福岡県","","","大川市","おおかわし","2000-03-10","有"
"40213","福岡県","","","行橋市","ゆくはしし","1997-06-24","有"
"40214","福岡県","","","豊前市","ぶぜんし","","有"
"40215","福岡県","","","中間市","なかまし","2004-08-23","有"
"40216","福岡県","","","小郡市","おごおりし","2003-02-14","有"
"40217","福岡県","","","筑紫野市","ちくしのし","1998-09-24","有"
"40218","福岡県","","","春日市","かすがし","2007-01-01","有"
"40219","福岡県","","","大野城市","おおのじょうし","2007-01-01","有"
"40220","福岡県","","","宗像市","むなかたし","2005-03-28","有"
"40221","福岡県","","","太宰府市","だざいふし","1982-04-01","有"
"40222","福岡県","","","前原市","まえばるし","1993-04-30","有"
"40223","福岡県","","","古賀市","こがし","1997-10-01","有"
"40224","福岡県","","","福津市","ふくつし","2005-01-24","有"
"40225","福岡県","","","うきは市","うきはし","2005-03-20","有"
"40226","福岡県","","","宮若市","みやわかし","2006-02-11","有"
"40227","福岡県","","","嘉麻市","かまし","2006-03-27","有"
"40228","福岡県","","","朝倉市","あさくらし","2006-03-20","有"
"40229","福岡県","","","みやま市","みやまし","2007-01-29","有"
"40300","福岡県","筑紫郡","ちくしぐん","","","","有"
"40305","福岡県","筑紫郡","ちくしぐん","那珂川町","なかがわまち","","有"
"40340","福岡県","糟屋郡","かすやぐん","","","",""
"40341","福岡県","糟屋郡","かすやぐん","宇美町","うみまち","1989-09-30","有"
"40342","福岡県","糟屋郡","かすやぐん","篠栗町","ささぐりまち","1984-01-01","有"
"40343","福岡県","糟屋郡","かすやぐん","志免町","しめまち","1989-09-30","有"
"40344","福岡県","糟屋郡","かすやぐん","須恵町","すえまち","1982-04-01","有"
"40345","福岡県","糟屋郡","かすやぐん","新宮町","しんぐうまち","1997-12-26","有"
"40348","福岡県","糟屋郡","かすやぐん","久山町","ひさやままち","",""
"40349","福岡県","糟屋郡","かすやぐん","粕屋町","かすやまち","1984-01-01","有"
"40380","福岡県","遠賀郡","おんがぐん","","","",""
"40381","福岡県","遠賀郡","おんがぐん","芦屋町","あしやまち","1986-01-01","有"
"40382","福岡県","遠賀郡","おんがぐん","水巻町","みずまきまち","2004-08-23","有"
"40383","福岡県","遠賀郡","おんがぐん","岡垣町","おかがきまち","1990-06-20","有"
"40384","福岡県","遠賀郡","おんがぐん","遠賀町","おんがちょう","1990-06-20","有"
"40400","福岡県","鞍手郡","くらてぐん","","","",""
"40401","福岡県","鞍手郡","くらてぐん","小竹町","こたけまち","","有"
"40402","福岡県","鞍手郡","くらてぐん","鞍手町","くらてまち","1978-12-01","有"
"40420","福岡県","嘉穂郡","かほぐん","","","",""
"40421","福岡県","嘉穂郡","かほぐん","桂川町","けいせんまち","",""
"40440","福岡県","朝倉郡","あさくらぐん","","","",""
"40447","福岡県","朝倉郡","あさくらぐん","筑前町","ちくぜんまち","2005-03-22","有"
"40448","福岡県","朝倉郡","あさくらぐん","東峰村","とうほうむら","2005-03-28","有"
"40460","福岡県","糸島郡","いとしまぐん","","","","有"
"40462","福岡県","糸島郡","いとしまぐん","二丈町","にじょうまち","1993-04-30","有"
"40463","福岡県","糸島郡","いとしまぐん","志摩町","しままち","1975-05-01","有"
"40500","福岡県","三井郡","みいぐん","","","",""
"40503","福岡県","三井郡","みいぐん","大刀洗町","たちあらいまち","2003-02-14","有"
"40520","福岡県","三潴郡","みづまぐん","","","",""
"40522","福岡県","三潴郡","みづまぐん","大木町","おおきまち","2003-02-14","有"
"40540","福岡県","八女郡","やめぐん","","","",""
"40541","福岡県","八女郡","やめぐん","黒木町","くろぎまち","","有"
"40543","福岡県","八女郡","やめぐん","立花町","たちばなまち","","有"
"40544","福岡県","八女郡","やめぐん","広川町","ひろかわまち","2003-04-08","有"
"40545","福岡県","八女郡","やめぐん","矢部村","やべむら","","有"
"40546","福岡県","八女郡","やめぐん","星野村","ほしのむら","","有"
"40600","福岡県","田川郡","たがわぐん","","","",""
"40601","福岡県","田川郡","たがわぐん","香春町","かわらまち","1970-06-01","有"
"40602","福岡県","田川郡","たがわぐん","添田町","そえだまち","1990-06-20","有"
"40604","福岡県","田川郡","たがわぐん","糸田町","いとだまち","1983-06-01","有"
"40605","福岡県","田川郡","たがわぐん","川崎町","かわさきまち","1986-10-01","有"
"40608","福岡県","田川郡","たがわぐん","大任町","おおとうまち","1992-09-04","有"
"40609","福岡県","田川郡","たがわぐん","赤村","あかむら","",""
"40610","福岡県","田川郡","たがわぐん","福智町","ふくちまち","2006-03-06","有"
"40620","福岡県","京都郡","みやこぐん","","","",""
"40621","福岡県","京都郡","みやこぐん","苅田町","かんだまち","",""
"40625","福岡県","京都郡","みやこぐん","みやこ町","みやこまち","2006-03-20","有"
"40640","福岡県","築上郡","ちくじょうぐん","","","",""
"40642","福岡県","築上郡","ちくじょうぐん","吉富町","よしとみまち","2002-12-16","有"
"40646","福岡県","築上郡","ちくじょうぐん","上毛町","こうげまち","2005-10-11","有"
"40647","福岡県","築上郡","ちくじょうぐん","築上町","ちくじょうまち","2006-01-10","有"
"41201","佐賀県","","","佐賀市","さがし","2005-10-01","有"
"41202","佐賀県","","","唐津市","からつし","2006-01-01","有"
"41203","佐賀県","","","鳥栖市","とすし","2002-05-17","有"
"41204","佐賀県","","","多久市","たくし","",""
"41205","佐賀県","","","伊万里市","いまりし","",""
"41206","佐賀県","","","武雄市","たけおし","2006-03-01","有"
"41207","佐賀県","","","鹿島市","かしまし","1988-06-01","有"
"41208","佐賀県","","","小城市","おぎし","2005-03-01","有"
"41209","佐賀県","","","嬉野市","うれしのし","2006-01-01","有"
"41210","佐賀県","","","神埼市","かんざきし","2006-03-20","有"
"41300","佐賀県","佐賀郡","さがぐん","","","","有"
"41302","佐賀県","佐賀郡","さがぐん","川副町","かわそえまち","1999-06-10","有"
"41303","佐賀県","佐賀郡","さがぐん","東与賀町","ひがしよかちょう","1993-09-20","有"
"41304","佐賀県","佐賀郡","さがぐん","久保田町","くぼたちょう","1977-09-15","有"
"41320","佐賀県","神埼郡","かんざきぐん","","","",""
"41327","佐賀県","神埼郡","かんざきぐん","吉野ヶ里町","よしのがりちょう","2006-03-01","有"
"41340","佐賀県","三養基郡","みやきぐん","","","",""
"41341","佐賀県","三養基郡","みやきぐん","基山町","きやまちょう","2002-05-17","有"
"41345","佐賀県","三養基郡","みやきぐん","上峰町","かみみねちょう","1995-03-24","有"
"41346","佐賀県","三養基郡","みやきぐん","みやき町","みやきちょう","2005-03-01","有"
"41380","佐賀県","東松浦郡","ひがしまつうらぐん","","","",""
"41387","佐賀県","東松浦郡","ひがしまつうらぐん","玄海町","げんかいちょう","",""
"41400","佐賀県","西松浦郡","にしまつうらぐん","","","",""
"41401","佐賀県","西松浦郡","にしまつうらぐん","有田町","ありたちょう","2006-03-01","有"
"41420","佐賀県","杵島郡","きしまぐん","","","",""
"41423","佐賀県","杵島郡","きしまぐん","大町町","おおまちちょう","1987-09-01","有"
"41424","佐賀県","杵島郡","きしまぐん","江北町","こうほくまち","1988-10-26","有"
"41425","佐賀県","杵島郡","きしまぐん","白石町","しろいしちょう","2005-01-01","有"
"41440","佐賀県","藤津郡","ふじつぐん","","","",""
"41441","佐賀県","藤津郡","ふじつぐん","太良町","たらちょう","",""
"42201","長崎県","","","長崎市","ながさきし","2006-01-04","有"
"42202","長崎県","","","佐世保市","させぼし","2006-03-31","有"
"42203","長崎県","","","島原市","しまばらし","2006-01-01","有"
"42204","長崎県","","","諫早市","いさはやし","2005-03-01","有"
"42205","長崎県","","","大村市","おおむらし","",""
"42207","長崎県","","","平戸市","ひらどし","2005-10-01","有"
"42208","長崎県","","","松浦市","まつうらし","2006-01-01","有"
"42209","長崎県","","","対馬市","つしまし","2004-03-01","有"
"42210","長崎県","","","壱岐市","いきし","2004-03-01","有"
"42211","長崎県","","","五島市","ごとうし","2004-08-01","有"
"42212","長崎県","","","西海市","さいかいし","2005-04-01","有"
"42213","長崎県","","","雲仙市","うんぜんし","2005-10-11","有"
"42214","長崎県","","","南島原市","みなみしまばらし","2006-03-31","有"
"42300","長崎県","西彼杵郡","にしそのぎぐん","","","",""
"42307","長崎県","西彼杵郡","にしそのぎぐん","長与町","ながよちょう","",""
"42308","長崎県","西彼杵郡","にしそのぎぐん","時津町","とぎつちょう","1973-04-01","有"
"42320","長崎県","東彼杵郡","ひがしそのぎぐん","","","",""
"42321","長崎県","東彼杵郡","ひがしそのぎぐん","東彼杵町","ひがしそのぎちょう","",""
"42322","長崎県","東彼杵郡","ひがしそのぎぐん","川棚町","かわたなちょう","1977-09-01","有"
"42323","長崎県","東彼杵郡","ひがしそのぎぐん","波佐見町","はさみちょう","1977-09-01","有"
"42380","長崎県","北松浦郡","きたまつうらぐん","","","",""
"42383","長崎県","北松浦郡","きたまつうらぐん","小値賀町","おぢかちょう","",""
"42388","長崎県","北松浦郡","きたまつうらぐん","江迎町","えむかえちょう","","有"
"42389","長崎県","北松浦郡","きたまつうらぐん","鹿町町","しかまちちょう","","有"
"42391","長崎県","北松浦郡","きたまつうらぐん","佐々町","さざちょう","",""
"42400","長崎県","南松浦郡","みなみまつうらぐん","","","",""
"42411","長崎県","南松浦郡","みなみまつうらぐん","新上五島町","しんかみごとうちょう","2004-08-01","有"
"43201","熊本県","","","熊本市","くまもとし","1996-04-01","有"
"43202","熊本県","","","八代市","やつしろし","2005-08-01","有"
"43203","熊本県","","","人吉市","ひとよしし","2005-03-01","有"
"43204","熊本県","","","荒尾市","あらおし","2000-09-01","有"
"43205","熊本県","","","水俣市","みなまたし","",""
"43206","熊本県","","","玉名市","たまなし","2005-10-03","有"
"43208","熊本県","","","山鹿市","やまがし","2005-01-15","有"
"43210","熊本県","","","菊池市","きくちし","2006-01-01","有"
"43211","熊本県","","","宇土市","うとし","1975-08-01","有"
"43212","熊本県","","","上天草市","かみあまくさし","2004-03-31","有"
"43213","熊本県","","","宇城市","うきし","2005-01-15","有"
"43214","熊本県","","","阿蘇市","あそし","2005-02-11","有"
"43215","熊本県","","","天草市","あまくさし","2006-03-27","有"
"43216","熊本県","","","合志市","こうしし","2006-02-27","有"
"43340","熊本県","下益城郡","しもましきぐん","","","",""
"43341","熊本県","下益城郡","しもましきぐん","城南町","じょうなんまち","1994-04-01","有"
"43342","熊本県","下益城郡","しもましきぐん","富合町","とみあいまち","1991-03-01","有"
"43348","熊本県","下益城郡","しもましきぐん","美里町","みさとまち","2004-11-01","有"
"43360","熊本県","玉名郡","たまなぐん","","","",""
"43364","熊本県","玉名郡","たまなぐん","玉東町","ぎょくとうまち","1995-12-01","有"
"43367","熊本県","玉名郡","たまなぐん","南関町","なんかんまち","1987-12-01","有"
"43368","熊本県","玉名郡","たまなぐん","長洲町","ながすまち","2000-09-01","有"
"43369","熊本県","玉名郡","たまなぐん","和水町","なごみまち","2006-03-01","有"
"43380","熊本県","鹿本郡","かもとぐん","","","","有"
"43385","熊本県","鹿本郡","かもとぐん","植木町","うえきまち","1995-12-01","有"
"43400","熊本県","菊池郡","きくちぐん","","","",""
